Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Commander 2013 Edition,Spellbreaker Behemoth,Rare,"Spellbreaker Behemoth can't be countered.
Creature spells you control with power 5 or greater can't be countered.",{1}{R}{G}{G},Creature,5,5,4.0,No
Commander 2013 Edition,Spinal Embrace,Rare,"Cast Spinal Embrace only during combat.
Untap target creature you don't control and gain control of it. It gains haste until end of turn. At the beginning of the next end step, sacrifice it. If you do, you gain life equal to its toughness.",{3}{U}{U}{B},Instant,,,6.0,No
Commander 2013 Edition,Thraximundar,Mythic Rare,"Haste
Whenever Thraximundar attacks, defending player sacrifices a creature.
Whenever a player sacrifices a creature, you may put a +1/+1 counter on Thraximundar.",{4}{U}{B}{R},Creature,6,6,7.0,No
Commander 2013 Edition,Tidehollow Strix,Common,"Flying
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",{U}{B},Artifact,,,2.0,No
Commander 2013 Edition,Augury Adept,Rare,"Whenever Augury Adept deals combat damage to a player, reveal the top card of your library and put that card into your hand. You gain life equal to its converted mana cost.",{1}{W/U}{W/U},Creature,2,2,3.0,No
Commander 2013 Edition,Spiteful Visions,Rare,"At the beginning of each player's draw step, that player draws an additional card.
Whenever a player draws a card, Spiteful Visions deals 1 damage to that player.",{2}{B/R}{B/R},Enchantment,,,4.0,No
Commander 2013 Edition,Carnage Altar,Uncommon,"{3}, Sacrifice a creature: Draw a card.",{2},Artifact,,,2.0,No
Commander 2013 Edition,Crawlspace,Rare,No more than two creatures can attack you each combat.,{3},Artifact,,,3.0,No
Commander 2013 Edition,Druidic Satchel,Rare,"{2}, {T}: Reveal the top card of your library. If it's a creature card, create a 1/1 green Saproling creature token. If it's a land card, put that card onto the battlefield under your control. If it's a noncreature, nonland card, you gain 2 life.",{3},Artifact,,,3.0,No
Commander 2013 Edition,Eye of Doom,Rare,"When Eye of Doom enters the battlefield, each player chooses a nonland permanent and puts a doom counter on it.
{2}, {T}, Sacrifice Eye of Doom: Destroy each permanent with a doom counter on it.",{4},Artifact,,,4.0,No
Commander 2013 Edition,Jar of Eyeballs,Rare,"Whenever a creature you control dies, put two eyeball counters on Jar of Eyeballs.
{3}, {T}, Remove all eyeball counters from Jar of Eyeballs: Look at the top X cards of your library, where X is the number of eyeball counters removed this way. Put one of them into your hand and the rest on the bottom of your library in any order.",{3},Artifact,,,3.0,No
Commander 2013 Edition,Obelisk of Esper,Common,"{T}: Add {W}, {U}, or {B} to your mana pool.",{3},Artifact,,,3.0,No
Commander 2013 Edition,Obelisk of Jund,Common,"{T}: Add {B}, {R}, or {G} to your mana pool.",{3},Artifact,,,3.0,No
Commander 2013 Edition,Plague Boiler,Rare,"At the beginning of your upkeep, put a plague counter on Plague Boiler.
{1}{B}{G}: Put a plague counter on Plague Boiler or remove a plague counter from it.
When Plague Boiler has three or more plague counters on it, sacrifice it. If you do, destroy all nonland permanents.",{3},Artifact,,,3.0,No
Commander 2013 Edition,Sun Droplet,Uncommon,"Whenever you're dealt damage, put that many charge counters on Sun Droplet.
At the beginning of each upkeep, you may remove a charge counter from Sun Droplet. If you do, you gain 1 life.",{2},Artifact,,,2.0,No
Commander 2013 Edition,Tower of Fortunes,Rare,"{8}, {T}: Draw four cards.",{4},Artifact,,,4.0,No
Commander 2013 Edition,Viseling,Uncommon,"At the beginning of each opponent's upkeep, Viseling deals X damage to that player, where X is the number of cards in his or her hand minus 4.",{4},Artifact,,,4.0,No
Commander 2013 Edition,Contested Cliffs,Rare,"{T}: Add {C} to your mana pool.
{R}{G}, {T}: Target Beast creature you control fights target creature an opponent controls. (Each deals damage equal to its power to the other.)",,Land,,,0.0,No
Commander 2013 Edition,Esper Panorama,Common,"{T}: Add {C} to your mana pool.
{1}, {T}, Sacrifice Esper Panorama: Search your library for a basic Plains, Island, or Swamp card and put it onto the battlefield tapped. Then shuffle your library.",,Land,,,0.0,No
Commander 2013 Edition,Jund Panorama,Common,"{T}: Add {C} to your mana pool.
{1}, {T}, Sacrifice Jund Panorama: Search your library for a basic Swamp, Mountain, or Forest card and put it onto the battlefield tapped. Then shuffle your library.",,Land,,,0.0,No
Commander 2013 Edition,Kher Keep,Rare,"{T}: Add {C} to your mana pool.
{1}{R}, {T}: Create a 0/1 red Kobold creature token named Kobolds of Kher Keep.",,Land,,,0.0,No
Commander 2013 Edition,Naya Panorama,Common,"{T}: Add {C} to your mana pool.
{1}, {T}, Sacrifice Naya Panorama: Search your library for a basic Mountain, Forest, or Plains card and put it onto the battlefield tapped. Then shuffle your library.",,Land,,,0.0,No
Commander 2013 Edition,Springjack Pasture,Rare,"{T}: Add {C} to your mana pool.
{4}, {T}: Create a 0/1 white Goat creature token.
{T}, Sacrifice X Goats: Add X mana of any one color to your mana pool. You gain X life.",,Land,,,0.0,No
International Collector's Edition,Aspect of Wolf,Rare,"Enchant creature
Enchanted creature gets +X/+Y, where X is half the number of Forests you control, rounded down, and Y is half the number of Forests you control, rounded up.",{1}{G},Enchantment,,,2.0,No
International Collector's Edition,Black Ward,Uncommon,"Enchant creature
Enchanted creature has protection from black. This effect doesn't remove Black Ward.",{W},Enchantment,,,1.0,No
International Collector's Edition,Blessing,Rare,"Enchant creature
{W}: Enchanted creature gets +1/+1 until end of turn.",{W}{W},Enchantment,,,2.0,No
International Collector's Edition,Blue Ward,Uncommon,"Enchant creature
Enchanted creature has protection from blue. This effect doesn't remove Blue Ward.",{W},Enchantment,,,1.0,No
International Collector's Edition,Burrowing,Uncommon,"Enchant creature
Enchanted creature has mountainwalk. (It can't be blocked as long as defending player controls a Mountain.)",{R},Enchantment,,,1.0,No
International Collector's Edition,Camouflage,Uncommon,"Cast Camouflage only during your declare attackers step.
This turn, instead of declaring blockers, each defending player chooses any number of creatures he or she controls and divides them into a number of piles equal to the number of attacking creatures for whom that player is the defending player. Creatures he or she controls that can block additional creatures may likewise be put into additional piles. Assign each pile to a different one of those attacking creatures at random. Each creature in a pile that can block the creature that pile is assigned to does so. (Piles can be empty.)",{G},Instant,,,1.0,No
International Collector's Edition,Castle,Uncommon,Untapped creatures you control get +0/+2.,{3}{W},Enchantment,,,4.0,No
International Collector's Edition,Celestial Prism,Uncommon,"{2}, {T}: Add one mana of any color to your mana pool.",{3},Artifact,,,3.0,No
International Collector's Edition,Chaos Orb,Rare,"{1}, {T}: If Chaos Orb is on the battlefield, flip Chaos Orb onto the battlefield from a height of at least one foot. If Chaos Orb turns over completely at least once during the flip, destroy all nontoken permanents it touches. Then destroy Chaos Orb.",{2},Artifact,,,2.0,No
International Collector's Edition,Chaoslace,Rare,Target spell or permanent becomes red. (Its mana symbols remain unchanged.),{R},Instant,,,1.0,No
International Collector's Edition,Circle of Protection: Black,Common,"{1}: The next time a black source of your choice would deal damage to you this turn, prevent that damage.",{1}{W},Enchantment,,,2.0,No
International Collector's Edition,Circle of Protection: Blue,Common,"{1}: The next time a blue source of your choice would deal damage to you this turn, prevent that damage.",{1}{W},Enchantment,,,2.0,No
International Collector's Edition,Circle of Protection: Green,Common,"{1}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.",{1}{W},Enchantment,,,2.0,No
International Collector's Edition,Circle of Protection: White,Common,"{1}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.",{1}{W},Enchantment,,,2.0,No
International Collector's Edition,Cockatrice,Rare,"Flying
Whenever Cockatrice blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.",{3}{G}{G},Creature,2,4,5.0,No
International Collector's Edition,Consecrate Land,Uncommon,"Enchant land
Enchanted land has indestructible and can't be enchanted by other Auras.",{W},Enchantment,,,1.0,No
International Collector's Edition,Conservator,Uncommon,"{3}, {T}: Prevent the next 2 damage that would be dealt to you this turn.",{4},Artifact,,,4.0,No
International Collector's Edition,Contract from Below,Rare,"Remove Contract from Below from your deck before playing if you're not playing for ante.
Discard your hand, ante the top card of your library, then draw seven cards.",{B},Sorcery,,,1.0,No
International Collector's Edition,Craw Wurm,Common,,{4}{G}{G},Creature,6,4,6.0,No
International Collector's Edition,Creature Bond,Common,"Enchant creature
When enchanted creature dies, Creature Bond deals damage equal to that creature's toughness to the creature's controller.",{1}{U},Enchantment,,,2.0,No
International Collector's Edition,Crystal Rod,Uncommon,"Whenever a player casts a blue spell, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
International Collector's Edition,Cursed Land,Uncommon,"Enchant land
At the beginning of the upkeep of enchanted land's controller, Cursed Land deals 1 damage to that player.",{2}{B}{B},Enchantment,,,4.0,No
International Collector's Edition,Darkpact,Rare,"Remove Darkpact from your deck before playing if you're not playing for ante.
You own target card in the ante. Exchange that card with the top card of your library.",{B}{B}{B},Sorcery,,,3.0,No
International Collector's Edition,Deathlace,Rare,Target spell or permanent becomes black. (Mana symbols on that permanent remain unchanged.),{B},Instant,,,1.0,No
International Collector's Edition,Demonic Attorney,Rare,"Remove Demonic Attorney from your deck before playing if you're not playing for ante.
Each player antes the top card of his or her library.",{1}{B}{B},Sorcery,,,3.0,No
International Collector's Edition,Dingus Egg,Rare,"Whenever a land is put into a graveyard from the battlefield, Dingus Egg deals 2 damage to that land's controller.",{4},Artifact,,,4.0,No
International Collector's Edition,Disintegrate,Common,"Disintegrate deals X damage to target creature or player. That creature can't be regenerated this turn. If the creature would die this turn, exile it instead.",{X}{R},Sorcery,,,1.0,No
International Collector's Edition,Disrupting Scepter,Rare,"{3}, {T}: Target player discards a card. Activate this ability only during your turn.",{3},Artifact,,,3.0,No
International Collector's Edition,Dwarven Demolition Team,Uncommon,{T}: Destroy target Wall.,{2}{R},Creature,1,1,3.0,No
International Collector's Edition,Dwarven Warriors,Common,{T}: Target creature with power 2 or less can't be blocked this turn.,{2}{R},Creature,1,1,3.0,No
International Collector's Edition,Earthbind,Common,"Enchant creature
When Earthbind enters the battlefield, if enchanted creature has flying, Earthbind deals 2 damage to that creature and Earthbind gains ""Enchanted creature loses flying.""",{R},Enchantment,,,1.0,No
International Collector's Edition,Elvish Archers,Rare,First strike,{1}{G},Creature,2,1,2.0,No
International Collector's Edition,False Orders,Common,"Cast False Orders only during the declare blockers step.
Remove target creature defending player controls from combat. Creatures it was blocking that had become blocked by only that creature this combat become unblocked. You may have it block an attacking creature of your choice.",{R},Instant,,,1.0,No
International Collector's Edition,Farmstead,Rare,"Enchant land
Enchanted land has ""At the beginning of your upkeep, you may pay {W}{W}. If you do, you gain 1 life.""",{W}{W}{W},Enchantment,,,3.0,No
International Collector's Edition,Fear,Common,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature has fear. (It can't be blocked except by artifact creatures and/or black creatures.)",{B}{B},Enchantment,,,2.0,No
International Collector's Edition,Feedback,Uncommon,"Enchant enchantment
At the beginning of the upkeep of enchanted enchantment's controller, Feedback deals 1 damage to that player.",{2}{U},Enchantment,,,3.0,No
International Collector's Edition,Fire Elemental,Uncommon,,{3}{R}{R},Creature,5,4,5.0,No
International Collector's Edition,Firebreathing,Common,"Enchant creature
{R}: Enchanted creature gets +1/+0 until end of turn.",{R},Enchantment,,,1.0,No
International Collector's Edition,Flight,Common,"Enchant creature
Enchanted creature has flying.",{U},Enchantment,,,1.0,No
International Collector's Edition,Frozen Shade,Common,{B}: Frozen Shade gets +1/+1 until end of turn.,{2}{B},Creature,0,1,3.0,No
International Collector's Edition,Fungusaur,Rare,"Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.",{3}{G},Creature,2,2,4.0,No
International Collector's Edition,Gaea's Liege,Rare,"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield.",{3}{G}{G}{G},Creature,*,*,6.0,No
International Collector's Edition,Goblin King,Rare,Other Goblin creatures get +1/+1 and have mountainwalk. (They can't be blocked as long as defending player controls a Mountain.),{1}{R}{R},Creature,2,2,3.0,No
International Collector's Edition,Gray Ogre,Common,,{2}{R},Creature,2,2,3.0,No
International Collector's Edition,Green Ward,Uncommon,"Enchant creature
Enchanted creature has protection from green. This effect doesn't remove Green Ward.",{W},Enchantment,,,1.0,No
International Collector's Edition,Guardian Angel,Common,"Prevent the next X damage that would be dealt to target creature or player this turn. Until end of turn, you may pay {1} any time you could cast an instant. If you do, prevent the next 1 damage that would be dealt to that creature or player this turn.",{X}{W},Instant,,,1.0,No
International Collector's Edition,Helm of Chatzuk,Rare,"{1}, {T}: Target creature gains banding until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",{1},Artifact,,,1.0,No
International Collector's Edition,Holy Armor,Common,"Enchant creature
Enchanted creature gets +0/+2.
{W}: Enchanted creature gets +0/+1 until end of turn.",{W},Enchantment,,,1.0,No
International Collector's Edition,Holy Strength,Common,"Enchant creature
Enchanted creature gets +1/+2.",{W},Enchantment,,,1.0,No
International Collector's Edition,Invisibility,Common,"Enchant creature
Enchanted creature can't be blocked except by Walls.",{U}{U},Enchantment,,,2.0,No
International Collector's Edition,Iron Star,Uncommon,"Whenever a player casts a red spell, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
International Collector's Edition,Ironroot Treefolk,Common,,{4}{G},Creature,3,5,5.0,No
International Collector's Edition,Ivory Cup,Uncommon,"Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
International Collector's Edition,Jade Statue,Uncommon,{2}: Jade Statue becomes a 3/6 Golem artifact creature until end of combat. Activate this ability only during combat.,{4},Artifact,,,4.0,No
International Collector's Edition,Jayemdae Tome,Rare,"{4}, {T}: Draw a card.",{4},Artifact,,,4.0,No
International Collector's Edition,Jump,Common,Target creature gains flying until end of turn.,{U},Instant,,,1.0,No
International Collector's Edition,Karma,Uncommon,"At the beginning of each player's upkeep, Karma deals damage to that player equal to the number of Swamps he or she controls.",{2}{W}{W},Enchantment,,,4.0,No
International Collector's Edition,Lance,Uncommon,"Enchant creature
Enchanted creature has first strike.",{W},Enchantment,,,1.0,No
International Collector's Edition,Ley Druid,Uncommon,{T}: Untap target land.,{2}{G},Creature,1,1,3.0,No
International Collector's Edition,Lifelace,Rare,Target spell or permanent becomes green. (Mana symbols on that permanent remain unchanged.),{G},Instant,,,1.0,No
International Collector's Edition,Lifetap,Uncommon,"Whenever a Forest an opponent controls becomes tapped, you gain 1 life.",{U}{U},Enchantment,,,2.0,No
International Collector's Edition,Living Artifact,Rare,"Enchant artifact
Whenever you're dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life.",{G},Enchantment,,,1.0,No
International Collector's Edition,Magical Hack,Rare,"Change the text of target spell or permanent by replacing all instances of one basic land type with another. (For example, you may change ""swampwalk"" to ""plainswalk."" This effect lasts indefinitely.)",{U},Instant,,,1.0,No
International Collector's Edition,Mana Short,Rare,Tap all lands target player controls and empty his or her mana pool.,{2}{U},Instant,,,3.0,No
International Collector's Edition,Manabarbs,Rare,"Whenever a player taps a land for mana, Manabarbs deals 1 damage to that player.",{3}{R},Enchantment,,,4.0,No
International Collector's Edition,Mons's Goblin Raiders,Common,,{R},Creature,1,1,1.0,No
International Collector's Edition,Natural Selection,Rare,"Look at the top three cards of target player's library, then put them back in any order. You may have that player shuffle his or her library.",{G},Instant,,,1.0,No
International Collector's Edition,Nettling Imp,Uncommon,"{T}: Choose target non-Wall creature the active player has controlled continuously since the beginning of the turn. That creature attacks this turn if able. Destroy it at the beginning of the next end step if it didn't attack this turn. Activate this ability only during an opponent's turn, before attackers are declared.",{2}{B},Creature,1,1,3.0,No
International Collector's Edition,Nightmare,Rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Nightmare's power and toughness are each equal to the number of Swamps you control.",{5}{B},Creature,*,*,6.0,No
International Collector's Edition,Northern Paladin,Rare,"{W}{W}, {T}: Destroy target black permanent.",{2}{W}{W},Creature,3,3,4.0,No
International Collector's Edition,Orcish Artillery,Uncommon,{T}: Orcish Artillery deals 2 damage to target creature or player and 3 damage to you.,{1}{R}{R},Creature,1,3,3.0,No
International Collector's Edition,Pearled Unicorn,Common,,{2}{W},Creature,2,2,3.0,No
International Collector's Edition,Pestilence,Common,"At the beginning of the end step, if no creatures are on the battlefield, sacrifice Pestilence.
{B}: Pestilence deals 1 damage to each creature and each player.",{2}{B}{B},Enchantment,,,4.0,No
International Collector's Edition,Pirate Ship,Rare,"Pirate Ship can't attack unless defending player controls an Island.
{T}: Pirate Ship deals 1 damage to target creature or player.
When you control no Islands, sacrifice Pirate Ship.",{4}{U},Creature,4,3,5.0,No
International Collector's Edition,Plague Rats,Common,Plague Rats's power and toughness are each equal to the number of creatures named Plague Rats on the battlefield.,{2}{B},Creature,*,*,3.0,No
International Collector's Edition,Power Leak,Common,"Enchant enchantment
At the beginning of the upkeep of enchanted enchantment's controller, that player may pay any amount of mana. Power Leak deals 2 damage to that player. Prevent X of that damage, where X is the amount of mana that player paid this way.",{1}{U},Enchantment,,,2.0,No
International Collector's Edition,Power Surge,Rare,"At the beginning of each player's upkeep, Power Surge deals X damage to that player, where X is the number of untapped lands he or she controlled at the beginning of this turn.",{R}{R},Enchantment,,,2.0,No
International Collector's Edition,Purelace,Rare,Target spell or permanent becomes white. (Mana symbols on that permanent remain unchanged.),{W},Instant,,,1.0,No
International Collector's Edition,Raging River,Rare,"Whenever one or more creatures you control attack, each defending player divides all creatures without flying he or she controls into a ""left"" pile and a ""right"" pile. Then, for each attacking creature you control, choose ""left"" or ""right."" That creature can't be blocked this combat except by creatures with flying and creatures in a pile with the chosen label.",{R}{R},Enchantment,,,2.0,No
International Collector's Edition,Red Ward,Uncommon,"Enchant creature
Enchanted creature has protection from red. This effect doesn't remove Red Ward.",{W},Enchantment,,,1.0,No
International Collector's Edition,Regeneration,Common,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
{G}: Regenerate enchanted creature. (The next time that creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",{1}{G},Enchantment,,,2.0,No
International Collector's Edition,Reverse Damage,Rare,"The next time a source of your choice would deal damage to you this turn, prevent that damage. You gain life equal to the damage prevented this way.",{1}{W}{W},Instant,,,3.0,No
International Collector's Edition,Rod of Ruin,Uncommon,"{3}, {T}: Rod of Ruin deals 1 damage to target creature or player.",{4},Artifact,,,4.0,No
International Collector's Edition,Sacrifice,Uncommon,"As an additional cost to cast Sacrifice, sacrifice a creature.
Add an amount of {B} to your mana pool equal to the sacrificed creature's converted mana cost.",{B},Instant,,,1.0,No
International Collector's Edition,Samite Healer,Common,{T}: Prevent the next 1 damage that would be dealt to target creature or player this turn.,{1}{W},Creature,1,1,2.0,No
International Collector's Edition,Scathe Zombies,Common,,{2}{B},Creature,2,2,3.0,No
International Collector's Edition,Shanodin Dryads,Common,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),{G},Creature,1,1,1.0,No
International Collector's Edition,Shatter,Common,Destroy target artifact.,{1}{R},Instant,,,2.0,No
International Collector's Edition,Simulacrum,Uncommon,You gain life equal to the damage dealt to you this turn. Simulacrum deals damage to target creature you control equal to the damage dealt to you this turn.,{1}{B},Instant,,,2.0,No
International Collector's Edition,Siren's Call,Uncommon,"Cast Siren's Call only during an opponent's turn, before attackers are declared.
Creatures the active player controls attack this turn if able.
At the beginning of the next end step, destroy all non-Wall creatures that player controls that didn't attack this turn. Ignore this effect for each creature the player didn't control continuously since the beginning of the turn.",{U},Instant,,,1.0,No
International Collector's Edition,Sleight of Mind,Rare,"Change the text of target spell or permanent by replacing all instances of one color word with another. (For example, you may change ""target black spell"" to ""target blue spell."" This effect lasts indefinitely.)",{U},Instant,,,1.0,No
International Collector's Edition,Soul Net,Uncommon,"Whenever a creature dies, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
International Collector's Edition,Spell Blast,Common,"Counter target spell with converted mana cost X. (For example, if that spell's mana cost is {3}{U}{U}, X is 5.)",{X}{U},Instant,,,1.0,No
International Collector's Edition,Steal Artifact,Uncommon,"Enchant artifact
You control enchanted artifact.",{2}{U}{U},Enchantment,,,4.0,No
International Collector's Edition,Stream of Life,Common,Target player gains X life.,{X}{G},Sorcery,,,1.0,No
International Collector's Edition,Sunglasses of Urza,Rare,You may spend white mana as though it were red mana.,{3},Artifact,,,3.0,No
International Collector's Edition,The Hive,Rare,"{5}, {T}: Create a 1/1 colorless Insect artifact creature token with flying named Wasp. (It can't be blocked except by creatures with flying or reach.)",{5},Artifact,,,5.0,No
International Collector's Edition,Thoughtlace,Rare,Target spell or permanent becomes blue. (Mana symbols on that permanent remain unchanged.),{U},Instant,,,1.0,No
International Collector's Edition,Throne of Bone,Uncommon,"Whenever a player casts a black spell, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
International Collector's Edition,Timber Wolves,Rare,"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",{G},Creature,1,1,1.0,No
International Collector's Edition,Tranquility,Common,Destroy all enchantments.,{2}{G},Sorcery,,,3.0,No
International Collector's Edition,Tunnel,Uncommon,Destroy target Wall. It can't be regenerated.,{R},Instant,,,1.0,No
International Collector's Edition,Twiddle,Common,"You may tap or untap target artifact, creature, or land.",{U},Instant,,,1.0,No
International Collector's Edition,Uthden Troll,Uncommon,{R}: Regenerate Uthden Troll.,{2}{R},Creature,2,2,3.0,No
International Collector's Edition,Verduran Enchantress,Rare,"Whenever you cast an enchantment spell, you may draw a card.",{1}{G}{G},Creature,0,2,3.0,No
International Collector's Edition,Volcanic Eruption,Rare,Destroy X target Mountains. Volcanic Eruption deals damage to each creature and each player equal to the number of Mountains put into a graveyard this way.,{X}{U}{U}{U},Sorcery,,,3.0,No
International Collector's Edition,Wall of Air,Uncommon,"Defender, flying (This creature can't attack, and it can block creatures with flying.)",{1}{U}{U},Creature,1,5,3.0,No
International Collector's Edition,Wall of Brambles,Uncommon,"Defender (This creature can't attack.)
{G}: Regenerate Wall of Brambles.",{2}{G},Creature,2,3,3.0,No
International Collector's Edition,Wall of Fire,Uncommon,"Defender (This creature can't attack.)
{R}: Wall of Fire gets +1/+0 until end of turn.",{1}{R}{R},Creature,0,5,3.0,No
International Collector's Edition,Wall of Ice,Uncommon,Defender (This creature can't attack.),{2}{G},Creature,0,7,3.0,No
International Collector's Edition,Wall of Stone,Uncommon,Defender (This creature can't attack.),{1}{R}{R},Creature,0,8,3.0,No
International Collector's Edition,Wall of Water,Uncommon,"Defender (This creature can't attack.)
{U}: Wall of Water gets +1/+0 until end of turn.",{1}{U}{U},Creature,0,5,3.0,No
International Collector's Edition,Wall of Wood,Common,Defender (This creature can't attack.),{G},Creature,0,3,1.0,No
International Collector's Edition,Web,Rare,"Enchant creature (Target a creature as you cast this. This card enters the battlefield attached to that creature.)
Enchanted creature gets +0/+2 and has reach. (It can block creatures with flying.)",{G},Enchantment,,,1.0,No
International Collector's Edition,White Ward,Uncommon,"Enchant creature
Enchanted creature has protection from white. This effect doesn't remove White Ward.",{W},Enchantment,,,1.0,No
International Collector's Edition,Wild Growth,Common,"Enchant land
Whenever enchanted land is tapped for mana, its controller adds {G} to his or her mana pool (in addition to the mana the land produces).",{G},Enchantment,,,1.0,No
International Collector's Edition,Will-o'-the-Wisp,Rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
{B}: Regenerate Will-o'-the-Wisp. (The next time this creature would be destroyed this turn, it isn't. Instead tap it, remove all damage from it, and remove it from combat.)",{B},Creature,0,1,1.0,No
International Collector's Edition,Wooden Sphere,Uncommon,"Whenever a player casts a green spell, you may pay {1}. If you do, you gain 1 life.",{1},Artifact,,,1.0,No
Archenemy: Nicol Bolas,Aegis Angel,Rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
When Aegis Angel enters the battlefield, another target permanent gains indestructible for as long as you control Aegis Angel. (Effects that say ""destroy"" don't destroy it. A creature with indestructible can't be destroyed by damage.)",{4}{W}{W},Creature,5,5,6.0,No
Archenemy: Nicol Bolas,Because I Have Willed It,Common,"(An ongoing scheme remains face up until it's abandoned.)
Spells you cast cost {1} less to cast.
At the beginning of your opponents' end step, if they cast four or more spells this turn, abandon this scheme.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Aerial Responder,Uncommon,"Flying, vigilance, lifelink",{1}{W}{W},Creature,2,3,3.0,No
Archenemy: Nicol Bolas,Behold My Grandeur,Common,"When you set this scheme in motion, add {U}{B}{R} to your mana pool.
When you set this scheme in motion, if you control six or more lands, you may search your library for a card with converted mana cost 6 or greater, reveal it, put it into your hand, then shuffle your library.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Anointer of Champions,Uncommon,{T}: Target attacking creature gets +1/+1 until end of turn.,{W},Creature,1,1,1.0,No
Archenemy: Nicol Bolas,Bow to My Command,Common,"(An ongoing scheme remains face up until it's abandoned.)
As you set this scheme in motion, choose an opponent.
Creatures the chosen player controls can't attack you or planeswalkers you control.
At the beginning of your opponents' end step, they may tap any number of untapped creatures they control with total power 8 or greater. If they do, abandon this scheme.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Choose Your Demise,Common,"When you set this scheme in motion, look at the top four cards of your library and separate them into a face-down pile and a face-up pile. An opponent chooses one of those piles. Put the cards in that pile into your hand and the rest on the bottom of your library in any order.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Excoriate,Common,Exile target tapped creature.,{3}{W},Sorcery,,,4.0,No
Archenemy: Nicol Bolas,Delight in the Hunt,Common,"When you set this scheme in motion, create a 3/3 black Horror creature token and prevent all damage that would be dealt to creatures you control this turn.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Expedition Raptor,Common,"Flying
When Expedition Raptor enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)",{3}{W}{W},Creature,2,2,5.0,No
Archenemy: Nicol Bolas,Every Dream a Nightmare,Common,"When you set this scheme in motion, each opponent discards a card. You draw a card for each land card discarded this way.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,"For Each of You, a Gift",Common,"When you set this scheme in motion, for each opponent, create a 3/3 black Horror creature token that attacks that player each combat if able.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Fiendslayer Paladin,Rare,"First strike (This creature deals combat damage before creatures without first strike.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Fiendslayer Paladin can't be the target of black or red spells your opponents control.",{1}{W}{W},Creature,2,2,3.0,No
Archenemy: Nicol Bolas,Know Evil,Common,"When you set this scheme in motion, until your next turn, up to one target opponent can't attack with creatures, up to one target opponent can't cast creature spells, and up to one target opponent can't cast noncreature spells. You can't choose any player as a target more than once.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Make Yourself Useful,Common,"When you set this scheme in motion, destroy target creature an opponent controls. If a creature is destroyed this way, you gain life equal to its toughness.",,Scheme,,,0.0,No
Archenemy: Nicol Bolas,Gideon Jura,Mythic Rare,"+2: During target opponent's next turn, creatures that player controls attack Gideon Jura if able.
âˆ’2: Destroy target tapped creature.
0: Until end of turn, Gideon Jura becomes a 6/6 Human Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn.",{3}{W}{W},Planeswalker,,,5.0,No
Archenemy: Nicol Bolas,The Mighty Will Fall,Common,"When you set this scheme in motion, choose an opponent with the highest life total among your opponents. That player loses 7 life.",,Scheme,,,0.0,No
